sample_kind,horizon_h,event_id,event_quality_x,target_fog_family,target_fg,target_mifg,target_br,lead_to_event_min,timestamp,year,month,hour_utc,auto,t_c,td_c,spread_c,rh_pct,wind_dir_deg,wind_kt,gust_kt,visibility_m,qnh_hpa,ceiling_ft,vv_ft,cloud_total_oktas,cloud_low_oktas,current_br,current_mifg,current_fog_truth,current_precip,trail6_obs,trail6_precip_obs,ceiling_slope_1h,median_wind_1h,min_ceiling_1h,min_spread_1h,min_vis_1h,obs_1h,spread_slope_1h,vis_slope_1h,ceiling_slope_3h,median_wind_3h,min_ceiling_3h,min_spread_3h,min_vis_3h,obs_3h,spread_slope_3h,vis_slope_3h,ceiling_slope_6h,median_wind_6h,min_ceiling_6h,min_spread_6h,min_vis_6h,obs_6h,spread_slope_6h,vis_slope_6h,synop_temperature_c,synop_dew_point_c,synop_spread_c,synop_relative_humidity_pct,synop_wind_direction_deg,synop_wind_speed_ms,synop_visibility_m,synop_cloud_base_m_agl,synop_total_cloud_oktas,synop_present_weather_code,synop_teacher_br,synop_teacher_shallow_fog,synop_teacher_fg,synop_age_min,event_onset,event_last_positive,event_onset_previous_clear,event_dissipation_next_clear,event_positive_span_h,event_quality_y,event_min_visibility_m
pre_event_3h,3,397,medium,1,0,0,1,184.000,2024-01-15T10:23:00Z,2024,1,10,0,1.000,-2.000,3.000,80.400,240.000,24.000,,500.000,986.000,1300.000,,,,0,0,0,1,15,4,-1182.874,23.000,1300.000,3.000,500.000,4,-0.663,-5771.652,-721.343,22.000,1300.000,3.000,500.000,9,0.287,-2652.748,304.598,20.000,600.000,1.000,500.000,15,0.463,-503.980,0.700,-2.700,3.400,78.000,240.000,11.000,10000.000,450.000,7.000,24.000,False,False,False,23.000,2024-01-15T13:27:00Z,2024-01-15T15:10:00Z,2024-01-15T13:00:00Z,2024-01-15T15:30:00Z,1.720,medium,5000.000
pre_event_1h,1,397,medium,1,0,0,1,87.000,2024-01-15T12:00:00Z,2024,1,12,0,1.000,-3.000,4.000,74.600,270.000,22.000,36.000,10000.000,986.000,5000.000,,,,0,0,0,0,20,6,1901.478,22.000,3000.000,2.000,10000.000,5,1.948,-0.000,687.177,22.000,1300.000,1.000,500.000,13,-0.237,1166.898,-113.349,20.000,1300.000,1.000,500.000,20,0.025,-603.479,1.200,-2.900,4.100,74.100,270.000,11.000,10000.000,800.000,5.000,,False,False,False,0.000,2024-01-15T13:27:00Z,2024-01-15T15:10:00Z,2024-01-15T13:00:00Z,2024-01-15T15:30:00Z,1.720,medium,5000.000
control,3,0,control,0,0,0,0,,2024-01-16T03:30:00Z,2024,1,3,1,-5.100,-9.540,4.440,71.000,250.000,8.000,,,999.000,11300.000,11300.000,,,0,0,0,0,13,0,,8.000,11300.000,4.440,,3,-0.570,,3360.000,12.000,2900.000,4.440,,7,-0.278,,1216.854,12.000,2700.000,4.440,10000.000,13,-0.090,-0.000,-4.800,-9.600,4.800,69.100,250.000,4.000,,3000.000,,,False,False,False,30.000,,,,,,,
pre_event_6h,6,398,high,1,0,0,1,360.000,2024-01-16T15:30:00Z,2024,1,15,0,-4.000,-11.000,7.000,58.200,230.000,6.000,,10000.000,1007.000,,,,,0,0,0,0,13,0,,8.000,3400.000,7.000,10000.000,3,0.000,0.000,700.000,8.000,2700.000,6.000,10000.000,7,0.000,-0.000,-3496.386,8.000,2700.000,5.000,10000.000,13,0.308,0.000,-4.000,-10.800,6.800,59.200,230.000,4.000,10000.000,1250.000,4.000,,False,False,False,30.000,2024-01-16T21:30:00Z,2024-01-16T22:00:00Z,2024-01-16T21:00:00Z,2024-01-16T22:15:00Z,0.500,high,5000.000
pre_event_3h,3,398,high,1,0,0,1,180.000,2024-01-16T18:30:00Z,2024,1,18,0,-5.000,-9.000,4.000,73.500,130.000,6.000,,10000.000,1007.000,,,,,0,0,0,0,13,0,,6.000,,3.000,10000.000,3,-0.000,0.000,,6.000,,3.000,10000.000,7,-1.143,-0.000,700.000,6.000,2700.000,3.000,10000.000,13,-0.604,0.000,-5.800,-9.500,3.700,75.100,170.000,2.000,10000.000,3000.000,6.000,,False,False,False,30.000,2024-01-16T21:30:00Z,2024-01-16T22:00:00Z,2024-01-16T21:00:00Z,2024-01-16T22:15:00Z,0.500,high,5000.000
pre_event_1h,1,398,high,1,0,0,1,60.000,2024-01-16T20:30:00Z,2024,1,20,0,-5.000,-6.000,1.000,92.700,120.000,10.000,,3000.000,1007.000,1800.000,,,,0,0,0,1,14,4,-383.471,10.000,1800.000,1.000,1000.000,4,-1.587,-1586.777,-527.948,9.000,1800.000,1.000,1000.000,8,-0.892,-3294.398,-242.227,7.000,1800.000,1.000,1000.000,14,-0.987,-1290.457,-4.900,-7.000,2.100,85.200,130.000,5.000,1000.000,75.000,8.000,86.000,False,False,False,30.000,2024-01-16T21:30:00Z,2024-01-16T22:00:00Z,2024-01-16T21:00:00Z,2024-01-16T22:15:00Z,0.500,high,5000.000
pre_event_6h,6,399,high,1,0,0,1,360.000,2024-01-17T15:30:00Z,2024,1,15,0,-5.000,-8.000,3.000,79.500,110.000,10.000,,10000.000,994.000,,,,,0,0,0,0,13,0,,10.000,,3.000,10000.000,3,-1.000,0.000,,12.000,,3.000,10000.000,7,-0.214,-0.000,,10.000,,2.000,10000.000,13,0.275,0.000,-3.900,-7.800,3.900,74.300,110.000,5.000,10000.000,3000.000,6.000,,False,False,False,30.000,2024-01-17T21:30:00Z,2024-01-17T22:30:00Z,2024-01-17T21:00:00Z,2024-01-17T23:00:00Z,1.000,high,2000.000
pre_event_3h,3,399,high,1,0,0,1,180.000,2024-01-17T18:30:00Z,2024,1,18,0,-4.000,-7.000,3.000,79.600,90.000,10.000,,10000.000,991.000,,,,,0,0,0,0,13,0,,10.000,,3.000,10000.000,3,0.000,0.000,,10.000,,3.000,10000.000,7,-0.071,-0.000,,10.000,,3.000,10000.000,13,-0.176,0.000,-3.800,-7.000,3.200,78.400,90.000,5.000,10000.000,3000.000,8.000,,False,False,False,30.000,2024-01-17T21:30:00Z,2024-01-17T22:30:00Z,2024-01-17T21:00:00Z,2024-01-17T23:00:00Z,1.000,high,2000.000
pre_event_1h,1,399,high,1,0,0,1,60.000,2024-01-17T20:30:00Z,2024,1,20,0,-3.000,-6.000,3.000,79.800,90.000,8.000,,10000.000,989.000,,,,,0,0,0,0,13,0,,8.000,5000.000,3.000,10000.000,3,-1.000,0.000,,10.000,5000.000,3.000,10000.000,7,0.071,-0.000,,10.000,5000.000,3.000,10000.000,13,-0.077,0.000,-2.800,-6.200,3.400,77.400,90.000,4.000,10000.000,3000.000,8.000,,False,False,False,30.000,2024-01-17T21:30:00Z,2024-01-17T22:30:00Z,2024-01-17T21:00:00Z,2024-01-17T23:00:00Z,1.000,high,2000.000
pre_event_6h,6,400,high,1,0,0,1,360.000,2024-01-18T09:00:00Z,2024,1,9,0,-3.000,-5.000,2.000,86.100,240.000,6.000,,7000.000,992.000,2300.000,,,,0,0,0,0,13,0,600.000,6.000,2000.000,1.000,6000.000,3,0.000,1000.000,-3930.769,6.000,2000.000,1.000,6000.000,7,-0.071,-357.143,-45.977,8.000,1900.000,0.830,6000.000,13,0.158,-500.000,-3.200,-5.100,1.900,86.700,240.000,3.000,7000.000,800.000,8.000,10.000,True,False,False,0.000,2024-01-18T15:00:00Z,2024-01-18T16:00:00Z,2024-01-18T14:30:00Z,2024-01-18T16:30:00Z,1.000,high,4500.000
pre_event_3h,3,400,high,1,0,0,1,180.000,2024-01-18T12:00:00Z,2024,1,12,0,-1.000,-4.000,3.000,80.100,240.000,6.000,,7000.000,993.000,10000.000,,,,0,0,0,0,13,0,1000.000,6.000,9000.000,2.000,6000.000,3,0.000,1000.000,2977.612,6.000,2300.000,2.000,6000.000,7,0.214,-285.714,-301.449,6.000,2000.000,1.000,6000.000,13,0.220,-65.934,-1.500,-4.300,2.800,81.200,240.000,3.000,7000.000,3000.000,8.000,10.000,True,False,False,0.000,2024-01-18T15:00:00Z,2024-01-18T16:00:00Z,2024-01-18T14:30:00Z,2024-01-18T16:30:00Z,1.000,high,4500.000
pre_event_1h,1,400,high,1,0,0,1,60.000,2024-01-18T14:00:00Z,2024,1,14,0,-2.000,-4.000,2.000,86.200,240.000,6.000,,7000.000,994.000,10000.000,,,,0,0,0,0,13,0,0.000,6.000,10000.000,2.000,7000.000,3,-1.000,0.000,214.286,6.000,9000.000,2.000,6000.000,7,-0.214,357.143,1720.090,6.000,2000.000,1.000,6000.000,13,0.121,98.901,-1.600,-4.300,2.700,81.800,240.000,3.000,7000.000,3000.000,7.000,24.000,False,False,False,0.000,2024-01-18T15:00:00Z,2024-01-18T16:00:00Z,2024-01-18T14:30:00Z,2024-01-18T16:30:00Z,1.000,high,4500.000
control,1,0,control,0,0,0,0,,2024-01-20T20:00:00Z,2024,1,20,1,0.600,-1.160,1.760,88.000,250.000,12.000,,,1025.000,1100.000,1100.000,,,0,0,0,0,13,0,300.000,14.000,800.000,1.760,,3,-0.310,,-1387.931,16.000,800.000,1.760,,7,-0.250,,-565.338,18.000,800.000,1.760,,13,-0.282,,0.600,-1.200,1.800,87.700,250.000,6.000,,3000.000,,,False,False,False,0.000,,,,,,,
control,1,0,control,0,0,0,0,,2024-01-21T04:00:00Z,2024,1,4,1,0.200,-2.180,2.380,84.000,210.000,8.000,,,1029.000,1500.000,1500.000,,,0,0,0,0,13,0,300.000,8.000,1200.000,2.220,,3,0.160,,171.429,8.000,900.000,1.000,,7,0.506,,4.396,8.000,500.000,0.850,,13,0.183,,0.200,-2.200,2.400,83.900,210.000,4.000,,3000.000,,,False,False,False,0.000,,,,,,,
control,6,0,control,0,0,0,0,,2024-01-21T15:00:00Z,2024,1,15,1,1.500,-3.190,4.690,71.000,160.000,12.000,,,1027.000,,,,,0,0,0,0,13,0,,14.000,,4.110,,3,0.580,,,12.000,,4.110,,7,-0.029,,,10.000,,2.850,,13,0.260,,1.500,-3.200,4.700,70.900,160.000,6.000,,3000.000,,,False,False,False,0.000,,,,,,,
control,3,0,control,0,0,0,0,,2024-01-21T18:30:00Z,2024,1,18,1,0.500,-3.420,3.920,75.000,140.000,16.000,,,1024.000,,,,,0,0,0,0,13,0,,16.000,13000.000,3.920,,3,-0.010,,,16.000,13000.000,3.920,,7,-0.099,,,16.000,13000.000,3.920,,13,-0.116,,0.600,-3.300,3.900,75.100,130.000,8.000,,3000.000,,,False,False,False,30.000,,,,,,,
control,6,0,control,0,0,0,0,,2024-01-22T01:00:00Z,2024,1,1,1,-0.100,-5.500,5.400,67.000,150.000,12.000,,,1020.000,3400.000,3400.000,,,0,0,0,0,13,0,400.000,12.000,3000.000,5.000,,3,0.400,,-300.000,12.000,3000.000,4.620,,7,0.264,,-1790.347,12.000,3000.000,4.110,,13,0.128,,-0.100,-5.500,5.400,67.000,150.000,6.000,,3000.000,,,False,False,False,0.000,,,,,,,
control,3,0,control,0,0,0,0,,2024-01-22T03:30:00Z,2024,1,3,1,0.400,-5.220,5.620,66.000,140.000,14.000,,,1018.000,2800.000,2800.000,,,0,0,0,0,13,0,-100.000,14.000,2800.000,5.620,,3,-0.200,,-142.857,12.000,2800.000,5.200,,7,0.137,,-807.018,12.000,2800.000,4.620,,13,0.212,,0.500,-5.100,5.600,66.100,160.000,8.000,,3000.000,,,False,False,False,30.000,,,,,,,
control,1,0,control,0,0,0,0,,2024-01-22T05:00:00Z,2024,1,5,0,1.000,-5.000,6.000,64.200,170.000,18.000,,10000.000,1016.000,,,,,0,0,0,0,13,0,,18.000,13100.000,5.420,10000.000,3,0.580,,5257.143,14.000,2800.000,5.420,10000.000,7,-0.092,,1060.241,14.000,2800.000,4.800,10000.000,13,0.153,,0.600,-5.200,5.800,65.100,170.000,9.000,10000.000,3000.000,6.000,,False,False,False,0.000,,,,,,,
control,3,0,control,0,0,0,0,,2024-01-22T10:00:00Z,2024,1,10,0,2.000,-5.000,7.000,59.800,170.000,20.000,,10000.000,1012.000,,,,,0,0,0,0,13,0,,22.000,,7.000,10000.000,3,0.000,0.000,,20.000,,7.000,10000.000,7,-0.214,-0.000,,18.000,13100.000,5.420,10000.000,13,0.279,0.000,2.400,-4.800,7.200,59.000,170.000,10.000,10000.000,3000.000,7.000,17.000,False,False,False,0.000,,,,,,,
control,1,0,control,0,0,0,0,,2024-01-22T18:00:00Z,2024,1,18,0,4.000,-1.000,5.000,69.900,200.000,16.000,,10000.000,1007.000,4400.000,,,,0,0,0,0,15,2,500.000,18.000,3900.000,5.000,10000.000,3,-0.000,0.000,321.429,18.000,3400.000,2.000,5000.000,7,1.214,1071.429,23.739,18.000,2600.000,2.000,5000.000,15,-0.728,-26.377,4.200,-1.400,5.600,66.900,200.000,8.000,10000.000,1250.000,7.000,20.000,False,False,False,0.000,,,,,,,
pre_event_6h,6,401,high,1,0,0,1,360.000,2024-01-24T00:30:00Z,2024,1,0,1,2.100,-0.650,2.750,82.000,190.000,12.000,,,1017.000,,,,,0,0,0,0,13,0,,12.000,13500.000,2.750,,3,-0.530,,,12.000,13500.000,2.750,10000.000,7,-0.331,0.000,1309.091,12.000,6300.000,2.750,10000.000,13,-0.048,0.000,2.100,-0.800,2.900,81.100,220.000,6.000,,3000.000,,,False,False,False,30.000,2024-01-24T06:30:00Z,2024-01-24T07:44:00Z,2024-01-24T06:00:00Z,2024-01-24T08:00:00Z,1.230,high,2500.000
pre_event_3h,3,401,high,1,0,0,1,180.000,2024-01-24T03:30:00Z,2024,1,3,1,2.400,-1.220,3.620,77.000,190.000,16.000,,,1011.000,,,,,0,0,0,0,13,0,,14.000,,3.260,,3,0.360,,,14.000,,2.750,,7,0.335,,,14.000,13500.000,2.750,10000.000,13,-0.045,-0.000,2.500,-1.100,3.600,77.100,200.000,7.000,,3000.000,,,False,False,False,30.000,2024-01-24T06:30:00Z,2024-01-24T07:44:00Z,2024-01-24T06:00:00Z,2024-01-24T08:00:00Z,1.230,high,2500.000
pre_event_1h,1,401,high,1,0,0,1,60.000,2024-01-24T05:30:00Z,2024,1,5,0,2.000,1.000,1.000,93.100,180.000,22.000,,8000.000,1007.000,2000.000,,,,0,0,0,0,13,1,-1000.000,22.000,2000.000,1.000,8000.000,3,-1.760,0.000,-1000.000,16.000,2000.000,1.000,8000.000,7,-0.777,0.000,-2135.135,14.000,2000.000,1.000,8000.000,13,-0.162,0.000,2.300,-0.100,2.400,84.200,170.000,11.000,8000.000,800.000,7.000,17.000,False,False,False,30.000,2024-01-24T06:30:00Z,2024-01-24T07:44:00Z,2024-01-24T06:00:00Z,2024-01-24T08:00:00Z,1.230,high,2500.000
control,6,0,control,0,0,0,0,,2024-01-24T23:30:00Z,2024,1,23,1,5.700,3.210,2.490,84.000,280.000,22.000,,,1006.000,2700.000,2700.000,,,0,0,0,0,15,3,-5300.000,26.000,2700.000,2.490,10000.000,3,-1.510,,530.424,26.000,2700.000,2.490,10000.000,8,-0.314,-0.000,189.317,26.000,2700.000,2.490,10000.000,15,0.069,-0.000,6.200,2.500,3.700,77.200,280.000,13.000,,3000.000,,,False,False,False,30.000,,,,,,,
control,1,0,control,0,0,0,0,,2024-01-25T12:30:00Z,2024,1,12,0,5.000,2.000,3.000,80.900,290.000,22.000,,10000.000,1013.000,1600.000,,,,0,0,0,0,13,1,-100.000,22.000,1600.000,3.000,10000.000,3,0.000,0.000,-92.857,24.000,1600.000,3.000,10000.000,7,-0.000,-0.000,73.626,24.000,1200.000,2.000,10000.000,13,0.198,0.000,5.200,2.000,3.200,79.800,270.000,11.000,10000.000,450.000,8.000,,False,False,False,30.000,,,,,,,
control,1,0,control,0,0,0,0,,2024-01-26T14:30:00Z,2024,1,14,0,4.000,1.000,3.000,80.800,140.000,12.000,,10000.000,1016.000,6000.000,,,,0,0,0,0,13,0,0.000,10.000,6000.000,3.000,10000.000,3,-2.000,0.000,1392.308,8.000,2300.000,3.000,10000.000,7,-0.286,-0.000,804.831,8.000,1500.000,3.000,10000.000,13,0.165,0.000,4.300,0.700,3.600,77.400,150.000,5.000,10000.000,1750.000,7.000,15.000,False,False,False,30.000,,,,,,,
control,6,0,control,0,0,0,0,,2024-01-27T00:00:00Z,2024,1,0,1,4.000,0.150,3.850,76.000,260.000,20.000,,,1016.000,3300.000,3300.000,,,0,0,0,0,13,0,-1000.000,20.000,3300.000,3.850,,3,-0.390,,-71.429,22.000,1300.000,1.830,,7,0.599,,544.417,20.000,1300.000,0.730,,13,0.693,,4.000,0.200,3.800,76.300,260.000,10.000,,3000.000,,,False,False,False,0.000,,,,,,,
control,3,0,control,0,0,0,0,,2024-01-27T02:00:00Z,2024,1,2,1,3.800,-0.230,4.030,75.000,260.000,20.000,,,1016.000,,,,,0,0,0,0,13,0,200.000,20.000,4900.000,3.660,,3,0.370,,206.977,20.000,3300.000,3.660,,7,-0.061,,317.483,20.000,1300.000,0.880,,13,0.488,,3.800,-0.200,4.000,75.100,260.000,10.000,,3000.000,,,False,False,False,0.000,,,,,,,
control,6,0,control,0,0,0,0,,2024-01-28T07:30:00Z,2024,1,7,1,3.400,2.380,1.020,93.000,220.000,6.000,,,1035.000,1900.000,1900.000,,,0,0,0,0,13,0,-400.000,6.000,1900.000,1.020,,3,0.000,,-157.143,6.000,1900.000,1.020,,7,-0.156,,-63.459,6.000,1900.000,1.020,,13,-0.131,,3.400,2.400,1.000,93.200,230.000,3.000,,3000.000,,,False,False,False,30.000,,,,,,,
control,6,0,control,0,0,0,0,,2024-01-28T09:30:00Z,2024,1,9,1,3.800,1.830,1.970,87.000,220.000,4.000,,,1036.000,2100.000,2100.000,,,0,0,0,0,13,0,0.000,6.000,2100.000,1.330,,3,0.640,,-14.286,6.000,1900.000,1.020,,7,0.316,,-57.143,6.000,1900.000,1.020,,13,0.061,,3.800,2.100,1.700,88.700,220.000,3.000,,3000.000,,,False,False,False,30.000,,,,,,,
pre_event_6h,6,402,high,1,0,0,1,360.000,2024-01-29T00:00:00Z,2024,1,0,1,0.000,-1.440,1.440,90.000,120.000,8.000,,,1035.000,,,,,0,0,0,0,13,0,,8.000,,1.150,,3,0.290,,,6.000,,0.990,,7,-0.145,,-100.000,6.000,1100.000,0.990,,13,-0.426,,0.000,-1.400,1.400,90.300,120.000,4.000,,3000.000,,,False,False,False,0.000,2024-01-29T06:00:00Z,2024-01-29T07:00:00Z,2024-01-29T05:30:00Z,2024-01-29T07:30:00Z,1.000,high,5000.000
pre_event_3h,3,402,high,1,0,0,1,180.000,2024-01-29T03:00:00Z,2024,1,3,1,-0.100,-1.850,1.750,88.000,140.000,12.000,,,1034.000,,,,,0,0,0,0,13,0,,12.000,,1.440,,3,0.310,,,10.000,,1.140,,7,0.111,,,8.000,,0.990,,13,-0.006,,-0.100,-1.800,1.700,88.300,140.000,6.000,,3000.000,,,False,False,False,0.000,2024-01-29T06:00:00Z,2024-01-29T07:00:00Z,2024-01-29T05:30:00Z,2024-01-29T07:30:00Z,1.000,high,5000.000
pre_event_1h,1,402,high,1,0,0,1,60.000,2024-01-29T05:00:00Z,2024,1,5,1,-0.400,-2.140,1.740,88.000,130.000,10.000,,,1034.000,,,,,0,0,0,0,13,0,,10.000,,1.740,,3,-0.010,,,10.000,,1.440,,7,0.084,,,10.000,,1.140,,13,0.082,,-0.400,-2.100,1.700,88.300,130.000,5.000,,3000.000,,,False,False,False,0.000,2024-01-29T06:00:00Z,2024-01-29T07:00:00Z,2024-01-29T05:30:00Z,2024-01-29T07:30:00Z,1.000,high,5000.000
control,1,0,control,0,0,0,0,,2024-01-31T05:30:00Z,2024,1,5,0,4.000,1.000,3.000,80.800,190.000,10.000,,10000.000,1027.000,4500.000,,,,0,0,0,0,13,0,1000.000,10.000,4000.000,3.000,10000.000,3,-0.670,0.000,428.571,10.000,3800.000,3.000,10000.000,7,-0.231,0.000,-4128.696,10.000,3800.000,3.000,10000.000,13,-0.190,0.000,3.900,0.700,3.200,79.600,190.000,5.000,10000.000,1250.000,7.000,19.000,False,False,False,30.000,,,,,,,
control,3,0,control,0,0,0,0,,2024-01-31T18:00:00Z,2024,1,18,0,4.000,1.000,3.000,80.800,220.000,8.000,,10000.000,1026.000,2600.000,,,,0,0,0,0,13,1,-300.000,8.000,2600.000,3.000,10000.000,3,0.000,0.000,342.857,12.000,1400.000,2.000,8000.000,7,0.214,285.714,152.747,12.000,1300.000,2.000,8000.000,13,-0.033,-21.978,3.500,0.900,2.600,83.100,220.000,4.000,10000.000,800.000,5.000,,False,False,False,0.000,,,,,,,
control,3,0,control,0,0,0,0,,2024-02-02T13:30:00Z,2024,2,13,0,5.000,1.000,4.000,75.300,220.000,14.000,,10000.000,1019.000,1900.000,,,,0,0,0,0,13,0,-300.000,14.000,1900.000,4.000,10000.000,3,-0.000,0.000,71.429,12.000,1500.000,4.000,10000.000,7,0.000,-0.000,-350.549,12.000,1500.000,3.000,10000.000,13,0.143,0.000,4.500,0.400,4.100,74.700,230.000,6.000,10000.000,800.000,8.000,,False,False,False,30.000,,,,,,,
control,1,0,control,0,0,0,0,,2024-02-02T15:30:00Z,2024,2,15,1,3.300,1.340,1.960,87.000,220.000,14.000,,,1017.000,1800.000,1800.000,,,0,0,0,0,13,2,300.000,14.000,1300.000,1.960,6000.000,3,-1.040,,-214.286,14.000,1300.000,1.960,6000.000,7,-0.777,-2000.000,-40.659,14.000,1300.000,1.960,6000.000,13,-0.315,-509.091,3.500,1.400,2.100,86.100,220.000,8.000,,3000.000,,,False,False,False,30.000,,,,,,,
control,1,0,control,0,0,0,0,,2024-02-02T20:30:00Z,2024,2,20,1,4.400,2.260,2.140,86.000,250.000,20.000,,,1012.000,1600.000,1600.000,,,0,0,0,0,13,1,600.000,20.000,1000.000,1.810,,3,0.170,,40.000,20.000,1000.000,1.810,,7,-0.021,,28.571,18.000,900.000,1.480,6000.000,13,-0.037,,4.300,2.400,1.900,87.500,260.000,10.000,,3000.000,,,False,False,False,30.000,,,,,,,
control,6,0,control,0,0,0,0,,2024-02-02T23:30:00Z,2024,2,23,1,5.500,4.460,1.040,93.000,260.000,18.000,,,1010.000,,,,,0,0,0,0,13,0,,18.000,1300.000,0.890,,3,-0.150,,-64.865,18.000,800.000,0.890,,7,-0.425,,-89.177,18.000,800.000,0.890,,13,-0.201,,5.100,4.200,0.900,93.900,250.000,9.000,,3000.000,,,False,False,False,30.000,,,,,,,
control,3,0,control,0,0,0,0,,2024-02-03T02:00:00Z,2024,2,2,1,6.800,4.790,2.010,87.000,270.000,20.000,,,1010.000,1100.000,1100.000,,,0,0,0,0,13,0,-800.000,20.000,1100.000,1.680,,3,0.330,,-58.491,20.000,1100.000,0.890,,7,0.366,,2.506,20.000,800.000,0.890,,13,-0.035,,6.800,4.800,2.000,87.100,270.000,10.000,,3000.000,,,False,False,False,0.000,,,,,,,
control,3,0,control,0,0,0,0,,2024-02-04T02:30:00Z,2024,2,2,1,6.000,0.540,5.460,68.000,280.000,18.000,,,1010.000,,,,,0,0,0,0,13,0,-800.000,18.000,5700.000,4.670,,3,0.790,,-257.143,18.000,5700.000,4.300,,7,0.368,,-131.613,16.000,5700.000,3.400,,13,0.270,,6.000,0.800,5.200,69.300,270.000,9.000,,3000.000,,,False,False,False,30.000,,,,,,,
control,1,0,control,0,0,0,0,,2024-02-05T07:00:00Z,2024,2,7,0,6.000,3.000,3.000,81.100,260.000,20.000,,10000.000,1002.000,2500.000,,,,0,0,0,0,13,0,0.000,20.000,2500.000,3.000,10000.000,3,0.000,0.000,57.143,20.000,2300.000,2.500,10000.000,7,0.142,0.000,-969.214,20.000,1200.000,2.150,10000.000,13,0.127,0.000,6.000,3.200,2.800,82.200,260.000,10.000,10000.000,800.000,6.000,,False,False,False,0.000,,,,,,,
control,6,0,control,0,0,0,0,,2024-02-06T00:00:00Z,2024,2,0,1,7.400,3.810,3.590,78.000,260.000,22.000,,,1003.000,2900.000,2900.000,,,0,0,0,0,13,2,800.000,22.000,2100.000,2.520,,3,1.070,,507.143,22.000,1500.000,1.000,10000.000,7,0.741,0.000,195.604,20.000,1200.000,0.000,10000.000,13,0.449,-0.000,7.400,3.800,3.600,77.900,260.000,11.000,,3000.000,,,False,False,False,0.000,,,,,,,
control,1,0,control,0,0,0,0,,2024-02-06T04:30:00Z,2024,2,4,1,7.100,5.410,1.690,89.000,240.000,20.000,,,1002.000,1600.000,1600.000,,,0,0,0,0,13,0,100.000,18.000,1500.000,1.690,,3,-0.160,,-383.019,20.000,1500.000,1.690,,7,-0.682,,-88.155,20.000,1500.000,1.690,10000.000,13,-0.134,,7.300,5.100,2.200,85.900,240.000,9.000,,3000.000,,,False,False,False,30.000,,,,,,,
control,6,0,control,0,0,0,0,,2024-02-07T02:30:00Z,2024,2,2,1,5.600,3.440,2.160,86.000,280.000,24.000,,,993.000,2500.000,2500.000,,,0,0,0,0,13,0,-600.000,24.000,2500.000,2.160,,3,-3.050,,-207.143,24.000,2500.000,2.160,,7,-0.811,,-140.659,24.000,2500.000,2.160,10000.000,13,-0.005,-0.000,9.100,5.100,4.000,76.000,230.000,12.000,,3000.000,,,False,False,False,30.000,,,,,,,
control,3,0,control,0,0,0,0,,2024-02-07T18:30:00Z,2024,2,18,0,1.000,-2.000,3.000,80.400,260.000,10.000,,10000.000,1001.000,,,,,0,0,0,0,13,0,,10.000,,3.000,10000.000,3,0.000,0.000,-1800.000,12.000,3800.000,3.000,10000.000,7,-0.286,-0.000,-36.667,16.000,2500.000,2.000,10000.000,13,0.044,0.000,0.500,-2.000,2.500,83.300,230.000,5.000,10000.000,1250.000,3.000,,False,False,False,30.000,,,,,,,
control,6,0,control,0,0,0,0,,2024-02-08T02:30:00Z,2024,2,2,1,-1.600,-3.790,2.190,85.000,220.000,6.000,,,1004.000,,,,,0,0,0,0,13,0,,8.000,,2.030,,3,0.000,,-1000.000,8.000,19800.000,2.030,,7,-0.426,,-1700.000,10.000,19800.000,2.030,10000.000,13,-0.226,-0.000,-1.700,-3.700,2.000,86.200,220.000,4.000,,3000.000,,,False,False,False,30.000,,,,,,,
control,1,0,control,0,0,0,0,,2024-02-08T04:00:00Z,2024,2,4,1,-1.600,-3.950,2.350,84.000,210.000,6.000,,,1004.000,16800.000,16800.000,,,0,0,0,0,13,0,,6.000,16800.000,2.190,,3,0.160,,-1000.000,6.000,16800.000,2.030,,7,-0.025,,-1209.479,8.000,16800.000,2.030,10000.000,13,-0.333,-0.000,-1.600,-3.900,2.300,84.300,210.000,3.000,,3000.000,,,False,False,False,0.000,,,,,,,
pre_event_6h,6,403,high,1,1,0,1,360.000,2024-02-09T02:00:00Z,2024,2,2,1,-0.900,-2.330,1.430,90.000,90.000,4.000,,,1000.000,,,,,0,0,0,0,13,0,-200.000,4.000,8600.000,1.430,,3,-0.150,,-865.116,4.000,8600.000,1.430,,7,-0.328,,1730.786,4.000,2500.000,1.430,10000.000,13,-0.084,-0.000,,,,,,,,,,,,,,,2024-02-09T08:00:00Z,2024-02-09T13:30:00Z,2024-02-09T07:30:00Z,2024-02-09T14:00:00Z,5.500,high,900.000
pre_event_3h,3,403,high,1,1,0,1,180.000,2024-02-09T05:00:00Z,2024,2,5,0,-1.000,-2.000,1.000,92.900,60.000,6.000,,10000.000,999.000,,,,,0,0,0,0,13,0,,6.000,6400.000,1.000,10000.000,3,-0.140,,,4.000,6400.000,1.000,10000.000,7,-0.154,,-744.737,4.000,6400.000,1.000,10000.000,13,-0.201,,,,,,,,,,,,,,,,2024-02-09T08:00:00Z,2024-02-09T13:30:00Z,2024-02-09T07:30:00Z,2024-02-09T14:00:00Z,5.500,high,900.000
